name,domain,sector,filepath
ledo pizza,ledopizza.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/ledopizza.com.png
buffalo rock inc,buffalorock.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/buffalorock.com.png
medirest gmbh & co ohg,medirest.de,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/medirest.de.png
ochakovo,ochakovo.ru,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/ochakovo.ru.png
north food polska s.a.,northfood.pl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/northfood.pl.png
specialty's cafe & bakery,specialtys.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/specialtys.com.png
asia  brewery incorporated,asiabrewery.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/asiabrewery.com.png
paramount farms,wonderfulpistachiosandalmonds.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/wonderfulpistachiosandalmonds.com.png
nath companies,nathcompanies.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nathcompanies.com.png
voortman cookies,voortman.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/voortman.com.png
supemsa,sentiolab.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sentiolab.com.png
harpoon brewery,harpoonbrewery.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/harpoonbrewery.com.png
trouw nutrition,trouwnutrition.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/trouwnutrition.com.png
pacific coast producers,canned-fresh.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/canned-fresh.com.png
21st amendment,21stamendment.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/21stamendment.com.png
nando's peri-peri usa,nandosperiperi.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nandosperiperi.com.png
embrapa,embrapa.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/embrapa.br.png
deliflor chrysanten b.v.,deliflor.nl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/deliflor.nl.png
trinity services group,trinityservicesgroup.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/trinityservicesgroup.com.png
chipita s.a,chipita.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/chipita.com.png
trade tacts international (pvt.) ltd.,trade-tacts.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/trade-tacts.com.png
twigs bistro & martini bar,twigsbistro.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/twigsbistro.com.png
jsc nikora,nikora.ge,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nikora.ge.png
epicurean feast,epicureanfeast.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/epicureanfeast.com.png
sunoko d.o.o. novi sad,sunoko.rs,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sunoko.rs.png
refresco france,refresco.fr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/refresco.fr.png
zuegg,zuegg.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/zuegg.com.png
agrico,agrico.nl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/agrico.nl.png
utz quality foods,utzsnacks.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/utzsnacks.com.png
four star pizza,farmersguide.co.uk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/farmersguide.co.uk.png
schwartz brothers restaurants,schwartzbros.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/schwartzbros.com.png
san fernando,san-fernando.com.pe,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/san-fernando.com.pe.png
desdelsur s.a.,desdelsur.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/desdelsur.com.png
cuauhtémoc-moctezuma,heinekenmexico.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/heinekenmexico.com.png
goiás verde alimentos ltda,goiasverde.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/goiasverde.com.br.png
sevenfifty,sevenfifty.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sevenfifty.com.png
doc b's fresh kitchen,docbsfreshkitchen.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/docbsfreshkitchen.com.png
bodega dante robino & dante robino imports,bodegadanterobino.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/bodegadanterobino.com.png
mariano's,marianos.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/marianos.com.png
latícinio canto de minas,cantodeminas.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cantodeminas.com.br.png
regal wine imports,regalwine.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/regalwine.com.png
hannaford supermarkets,hannaford.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/hannaford.com.png
groupe la boucherie,la-boucherie.fr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/la-boucherie.fr.png
cofaco açores,cofaco.pt,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cofaco.pt.png
valle redondo s.a. de c.v.,valleredondo.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/valleredondo.com.png
klasmann-deilmann,klasmann-deilmann.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/klasmann-deilmann.com.png
kermit lynch wine merchant,kermitlynch.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/kermitlynch.com.png
'21' club,21club.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/21club.com.png
i-d foods,idfoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/idfoods.com.png
safeway,safeway.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/safeway.com.png
mr. pretzels international,mrpretzels.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/mrpretzels.com.png
mcwilliam's wines,mcwilliams.com.au,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/mcwilliams.com.au.png
sb-pork/brørup slagteri as.,sbpork.eu,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sbpork.eu.png
new max industrial,newmaxindustrial.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/newmaxindustrial.com.br.png
grupo refriango,refriango.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/refriango.com.png
condor super center ltda.,condor.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/condor.com.br.png
flynn restaurant group,flynnrestaurantgroup.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/flynnrestaurantgroup.com.png
cotton patch cafe,cottonpatch.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cottonpatch.com.png
kwv,kwv.co.za,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/kwv.co.za.png
american flatbread,americanflatbread.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/americanflatbread.com.png
sandridge food corporation,sandridge.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sandridge.com.png
canteen vending,canteen.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/canteen.com.png
grupo sinagro,gruposinagro.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/gruposinagro.com.br.png
nestlé waters,nestle-waters.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nestle-waters.com.png
anheuser-busch,buschjobs.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/buschjobs.com.png
copper river grill,copperrivergrill.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/copperrivergrill.com.png
βίκος α.ε. | vikos s.a.,vikoswater.gr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vikoswater.gr.png
fauji foods limited,faujifoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/faujifoods.com.png
new england ice cream corporation,newenglandicecream.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/newenglandicecream.com.png
skare meat packers k/s,skare.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/skare.com.png
hans continental smallgoods,hans.com.au,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/hans.com.au.png
zinpro corporation,zinpro.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/zinpro.com.png
jtm food group,jtmfoodgroup.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/jtmfoodgroup.com.png
vallformosa,vallformosa.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vallformosa.com.png
scotty's brewhouse,scottysbrewhouse.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/scottysbrewhouse.com.png
noosa yoghurt,noosayoghurt.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/noosayoghurt.com.png
bakkavor,bakkavor.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/bakkavor.com.png
molkerei meggle wasserburg gmbh & co kg,meggle.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/meggle.com.png
usina caeté,carloslyra.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/carloslyra.com.br.png
simply market france,simply-market-carrieres.fr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/simply-market-carrieres.fr.png
krones,krones.co.ao,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/krones.co.ao.png
bidvest aust.ltd,bidvest.com.au,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/bidvest.com.au.png
badel 1862,badel1862.hr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/badel1862.hr.png
pt. nestlé indonesia,nestle.co.id,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nestle.co.id.png
gomes da costa (calvo group),gomesdacosta.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/gomesdacosta.com.br.png
laurens patisseries (part of bakkavor foods limited),laurens.co.uk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/laurens.co.uk.png
the boiling crab,theboilingcrab.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/theboilingcrab.com.png
p.f. chang's china bistro,pfchangs.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/pfchangs.com.png
empire merchants north,empirenorth.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/empirenorth.com.png
soja de portugal,sojadeportugal.pt,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sojadeportugal.pt.png
city tavern,citytaverndowntown.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/citytaverndowntown.com.png
monarch beverage,monarch-beverage.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/monarch-beverage.com.png
aromax,aromax.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/aromax.com.br.png
nestlé waters north america,nestle-watersna.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nestle-watersna.com.png
groupe mericq,mericq.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/mericq.com.png
s. spitz gesellschaft m.b.h.,spitz.at,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/spitz.at.png
eataly,eataly.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/eataly.com.png
mohammad abdallah sharbatly corporation,sharbatlyfruit.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sharbatlyfruit.com.png
kfc,kfc.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/kfc.com.png
avt natural products,avtnatural.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/avtnatural.com.png
afimilk ltd,afimilk.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/afimilk.com.png
landpower,landpower.co.nz,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/landpower.co.nz.png
sunrice,sunrice.com.au,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sunrice.com.au.png
cargill,cargill.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cargill.com.png
cooperativa santa clara,coopsantaclara.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/coopsantaclara.com.br.png
newby teas - the luxury tea company,newbyteas.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/newbyteas.com.png
van duijnen horeca service bv,vanduijnenhoreca.nl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vanduijnenhoreca.nl.png
yuhor,yuhor.rs,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/yuhor.rs.png
wixon,wixon.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/wixon.com.png
colton's restaurant group,chbassociates.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/chbassociates.com.png
th foods inc.,thfoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/thfoods.com.png
kaveri seed company ltd,kaveriseeds.in,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/kaveriseeds.in.png
boyd coffee company,boyds.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/boyds.com.png
grupo ceres,grupoceres.com.mx,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/grupoceres.com.mx.png
ventura foods,venturafoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/venturafoods.com.png
nestlé professional,nestleprofessional.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nestleprofessional.com.png
la fermière,lafermiere.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/lafermiere.com.png
ruchi food plaza pvt. ltd.,cheelizza.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cheelizza.com.png
kronos foods inc.,kronosfoodscorp.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/kronosfoodscorp.com.png
thailand's ministry of agriculture and cooperatives,moac.go.th,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/moac.go.th.png
granol industria comércio e exportação s/a,granol.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/granol.com.br.png
café iguaçu,cafeiguacu.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cafeiguacu.com.br.png
mizkan americas,mizkan.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/mizkan.com.png
cozil - equipamentos industriais para cozinhas profissionais.,cozil.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cozil.com.br.png
sambazon,sambazon.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sambazon.com.png
wild ginger / the triple door,wildginger.net,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/wildginger.net.png
studen & co holding gmbh,sco-group.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sco-group.com.png
dr.eckel animal nutrition gmbh & co. kg,dr-eckel.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/dr-eckel.com.png
de kroes bv,dekroesbv.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/dekroesbv.com.png
nick's pizza & pub,nickspizzapub.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nickspizzapub.com.png
ehrmann,ehrmann.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/ehrmann.com.png
bushido,bushido.com.bh,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/bushido.com.bh.png
whole foods market,wholefoodsmarket.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/wholefoodsmarket.com.png
susiecakes bakeries,susiecakes.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/susiecakes.com.png
suhner,suhner.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/suhner.com.png
wwoof-usa®,wwoofusa.org,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/wwoofusa.org.png
langdon ingredients,hjlangdon.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/hjlangdon.com.png
jbs united,jbsunited.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/jbsunited.com.png
sealord group ltd,sealord.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sealord.com.png
elite brands of colorado,elite-brands.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/elite-brands.com.png
ole smoky moonshine distillery,olesmoky.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/olesmoky.com.png
twistee treat usa,twisteetreat.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/twisteetreat.com.png
burnbrae farms,burnbraefarms.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/burnbraefarms.com.png
connan - cia nacional de nutrição animal,connan.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/connan.com.br.png
sula vineyards,sulawines.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sulawines.com.png
goiko grill,goikogrill.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/goikogrill.com.png
grupo comer o mundo | chef kiko,chefkiko.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/chefkiko.com.png
chandon argentina | lvmh group,somoschandonargentina.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/somoschandonargentina.com.png
adam foods,adamfoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/adamfoods.com.png
fieldin tech,fieldintech.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/fieldintech.com.png
grupo  agrolibano,agrolibano.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/agrolibano.com.png
the stable bar and restaurants ltd.,stablepizza.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/stablepizza.com.png
cambiaso hnos s.a.c,cambiaso.cl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cambiaso.cl.png
fuchs condimente ro srl,fuchs-condimente.ro,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/fuchs-condimente.ro.png
wijnvoordeel international,wijnvoordeel.nl,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/wijnvoordeel.nl.png
kellydeli,kellydeli.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/kellydeli.com.png
jsb distribuidora,jsbdistribuidora.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/jsbdistribuidora.com.br.png
pregel america,pregelamerica.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/pregelamerica.com.png
mmc catering,mmckuwait.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/mmckuwait.com.png
food concepts plc,foodconceptsplc.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/foodconceptsplc.com.png
african + eastern (near east) bvi,africaneastern.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/africaneastern.com.png
king & prince seafood,kpseafood.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/kpseafood.com.png
sanford limited,sanford.co.nz,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/sanford.co.nz.png
the office bar and grille,theofficebarandgrille.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/theofficebarandgrille.com.png
symington's limited,symingtons.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/symingtons.com.png
paterson globalfoods inc.,patersonglobalfoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/patersonglobalfoods.com.png
corporate essentials,drinkcoffee.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/drinkcoffee.com.png
cold stone creamery,coldstonecreamery.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/coldstonecreamery.com.png
box8,box8.in,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/box8.in.png
stemilt growers,stemilt.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/stemilt.com.png
shs group,shs-group.co.uk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/shs-group.co.uk.png
cremonini group,cremonini.it,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/cremonini.it.png
roskam baking company,rothburyfarms.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/rothburyfarms.com.png
vita plus corporation,vitaplus.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vitaplus.com.png
steak n shake,steaknshake.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/steaknshake.com.png
green beans coffee company.,greenbeanscoffee.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/greenbeanscoffee.com.png
vedan enterprise corp. (taiwan),vedan.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vedan.com.png
yoshinoya america,yoshinoyaamerica.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/yoshinoyaamerica.com.png
nordon,nordoninc.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/nordoninc.com.png
pomme de pain sas,pommedepain.fr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/pommedepain.fr.png
oiv - international organisation of vine and wine,oiv.int,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/oiv.int.png
happy joe's pizza,happyjoes.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/happyjoes.com.png
van geloven bv * lang leve onze snacks *,vangeloven.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vangeloven.com.png
baron philippe de rothschild,bpdr.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/bpdr.com.png
twin & twin trading,twin.org.uk,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/twin.org.uk.png
agrosuper,agrosuper.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/agrosuper.com.png
edgard&cooper,edgardcooper.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/edgardcooper.com.png
happy bar & grill,happy.bg,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/happy.bg.png
creemore springs brewery,creemoresprings.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/creemoresprings.com.png
vestey foods uk ltd,vesteyfoods.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/vesteyfoods.com.png
fresh thyme farmers market,freshthyme.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/freshthyme.com.png
brico depot,bricodepot.fr,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/bricodepot.fr.png
pancosma,pancosma.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/pancosma.com.png
mr.mix milk shakes - franchising,mrmix.com.br,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/mrmix.com.br.png
yardbird,yardbirdrestaurant.com,Food & Agriculture,/Users/armankassam/dis/ann/logo-classifier/data/logos/food_agriculture/yardbirdrestaurant.com.png
